District,Mandal,GP_Name,GP_Code,total_activities,total_estimated_cost,total_sc_fund,total_st_fund,water_activities,livelihood_activities,total_estimated_cost_lakhs,sc_st_fund_share_pct,drought_risk_score,drought_flag,total_rain_mm,predicted_rainfall_mm,drought_probability,drought_probability_pct,predicted_drought_flag,risk_norm,water_gap_norm,fund_gap_norm,rain_stress_norm,livelihood_need_norm,inclusion_need_norm,priority_score,priority_tier,priority_rank
Jayashankar Bhupalapally,Regonda,Kothapally(B),278134,59,1728260.0,0.0,0.0,17,0,17.28,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9637984053837079,0.8111587982832618,1.0,1.0,29.92,MEDIUM,9653
Rangareddi,Madgul,Dodlapahad,205553,40,2853073.0,0.0,0.0,16,0,28.53,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9402371216387069,0.8111587982832618,1.0,1.0,29.92,MEDIUM,9654
Jangoan,Tharigoppula,Solipur,213931,44,2876933.0,0.0,0.0,16,0,28.77,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9397373299131884,0.8111587982832618,1.0,1.0,29.91,MEDIUM,9655
Rajanna Sircilla,Yellareddipet,Padira,202111,45,1804020.0,0.0,0.0,17,0,18.04,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9622114723943832,0.8111587982832618,1.0,1.0,29.91,MEDIUM,9656
Jayashankar Bhupalapally,Regonda,Pochampalli,214117,58,1797675.0,0.0,0.0,17,0,17.98,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9623443801269236,0.8111587982832618,1.0,1.0,29.91,MEDIUM,9657
Mulugu,Mulugu,Pathipalle,213872,52,5035761.0,0.0,0.0,14,0,50.36,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7878787878787878,0.8945166940700278,0.8111587982832618,1.0,1.0,29.91,MEDIUM,9658
Kumuram Bheem Asifabad,Tiryani,Rompalle,195733,50,1803910.0,0.0,1801410.0,17,0,18.04,99.86,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9622137765473507,0.8111587982832618,1.0,0.0013999999999999568,29.91,MEDIUM,9659
Rangareddi,Shabad,Peddavedu,278308,75,1798904.0,0.0,0.0,17,1,17.99,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.962318636454222,0.8111587982832618,0.9811320754716981,1.0,29.91,MEDIUM,9660
Yadadri Bhuvanagiri,Bhongir,Anantharam,207177,48,3985891.0,0.0,0.0,15,0,39.86,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7727272727272727,0.9165081583981998,0.8111587982832618,1.0,1.0,29.91,MEDIUM,9661
Yadadri Bhuvanagiri,Adda Guduru,Addagudur,207724,49,5062187.0,0.0,0.0,14,0,50.62,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7878787878787878,0.8939631527398285,0.8111587982832618,1.0,1.0,29.91,MEDIUM,9662
Rangareddi,Shabad,Appareddyguda,278301,49,1788399.0,0.0,0.0,17,1,17.88,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9625386830626281,0.8111587982832618,0.9811320754716981,1.0,29.91,MEDIUM,9663
Rajanna Sircilla,Yellareddipet,Bakurpally Thanda,278397,56,712900.0,0.0,712900.0,18,1,7.13,100.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9850669940854069,0.8111587982832618,0.9811320754716981,0.0,29.91,MEDIUM,9664
Nalgonda,Tripuraram,Satyanarayanapuram,208163,48,1831410.0,0.0,0.0,17,0,18.31,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9616377383054496,0.8111587982832618,1.0,1.0,29.9,MEDIUM,9665
Kumuram Bheem Asifabad,Tiryani,Ginnedari,195726,52,2916301.0,0.0,2916291.0,16,0,29.16,100.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9389126945129278,0.8111587982832618,1.0,0.0,29.9,MEDIUM,9666
Bhadradri Kothagudem,Palvancha,Narayanaraopeta Sc Colony,279851,48,767469.0,0.0,0.0,18,0,7.67,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9839239456918687,0.8111587982832618,1.0,1.0,29.9,MEDIUM,9667
Mancherial,Bellampally,Chandravelli,195008,51,2905202.0,0.0,0.0,16,0,29.05,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9391451835473591,0.8111587982832618,1.0,1.0,29.9,MEDIUM,9668
Bhadradri Kothagudem,Palvancha,Mandarikalapadu,279799,40,751059.0,0.0,0.0,18,0,7.51,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.984267683420945,0.8111587982832618,1.0,1.0,29.9,MEDIUM,9669
Rangareddi,Maheshwaram,Dubbacherla,210173,51,2939500.0,0.0,0.0,16,0,29.4,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.93842674865206,0.8111587982832618,1.0,1.0,29.9,MEDIUM,9670
Jayashankar Bhupalapally,Regonda,Lingala,214113,54,1875311.0,0.0,0.0,17,0,18.75,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9607181508560787,0.8111587982832618,1.0,1.0,29.89,MEDIUM,9671
Jayashankar Bhupalapally,Chityal,Doothpalle,213371,47,829915.0,0.0,0.0,18,0,8.3,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9826158989990047,0.8111587982832618,1.0,1.0,29.89,MEDIUM,9672
Nizamabad,Donkeshwar,Annaram,209642,26,1907681.0,0.0,0.0,17,0,19.08,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9600401014782481,0.8111587982832618,1.0,1.0,29.89,MEDIUM,9673
Rangareddi,Shabad,Kummariguda,210427,56,5165820.0,0.0,0.0,14,0,51.66,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7878787878787878,0.891792368335358,0.8111587982832618,1.0,1.0,29.89,MEDIUM,9674
Rajanna Sircilla,Boinpalli,Neelojipally,200995,42,2985984.0,0.0,0.0,16,0,29.86,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9374530555016407,0.8111587982832618,1.0,1.0,29.89,MEDIUM,9675
Siddipet,Raipole,Waddepalle,206199,51,5155000.0,0.0,0.0,14,0,51.55,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7878787878787878,0.8920190131999897,0.8111587982832618,1.0,1.0,29.89,MEDIUM,9676
Siddipet,Komuravelli,Marrimuchala,213352,45,2980735.0,0.0,0.0,16,0,29.81,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9375630054918858,0.8111587982832618,1.0,1.0,29.89,MEDIUM,9677
Kumuram Bheem Asifabad,Tiryani,Ullipitadorli,195736,46,2980368.0,0.0,0.0,16,0,29.8,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9375706929840595,0.8111587982832618,1.0,1.0,29.89,MEDIUM,9678
Jayashankar Bhupalapally,Ghanapur (Mulug),Nagarampalle,213528,24,2968535.0,0.0,0.0,16,0,29.69,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9378185570028382,0.8111587982832618,1.0,1.0,29.89,MEDIUM,9679
Yadadri Bhuvanagiri,Adda Guduru,Kotamarthy,207741,52,4120897.0,0.0,0.0,15,0,41.21,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7727272727272727,0.9136802086205233,0.8111587982832618,1.0,1.0,29.88,MEDIUM,9680
Mahabubnagar,Mohammadabad,Sangaipally,280364,19,3041270.0,0.0,0.0,16,0,30.41,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9362949882201227,0.8111587982832618,1.0,1.0,29.88,MEDIUM,9681
Yadadri Bhuvanagiri,Thurkapally,Ibhrahimpur,207617,41,1919090.0,0.0,0.0,17,14,19.19,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9598011189218173,0.8111587982832618,0.7358490566037736,1.0,29.88,MEDIUM,9682
Medak,Ramayampet,Katriyal,206792,57,3400272.0,0.0,0.0,21,0,34.0,0.0,11.4,0.0,0.0,2.37,0.2092,20.9,NO_DROUGHT,0.114,0.6818181818181819,0.9287750289139777,0.0,1.0,1.0,29.88,MEDIUM,9683
Warangal,Chennaraopet,Jeegadda Thanda,278074,23,845140.0,0.0,0.0,18,0,8.45,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9822969832814431,0.8111587982832618,1.0,1.0,29.88,MEDIUM,9684
Yadadri Bhuvanagiri,Adda Guduru,Boddugudem,207728,52,1917247.0,0.0,0.0,17,0,19.17,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9598397239574472,0.8111587982832618,1.0,1.0,29.88,MEDIUM,9685
Rangareddi,Shamshabad,Narkhuda,210481,63,7386898.0,0.0,0.0,12,0,73.87,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.8181818181818181,0.8452677913809848,0.8111587982832618,1.0,1.0,29.88,MEDIUM,9686
Karimnagar,V.Saidapur,Duddenapalli,201873,53,4107503.0,0.0,0.0,15,0,41.08,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7727272727272727,0.9139607706645969,0.8111587982832618,1.0,1.0,29.88,MEDIUM,9687
Jagitial,Velgatoor,Kishanraopet,202051,54,3041927.0,0.0,0.0,16,0,30.42,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9362812261428526,0.8111587982832618,1.0,1.0,29.88,MEDIUM,9688
Yadadri Bhuvanagiri,Atmakur(M),Pallepahad,207464,34,1916200.0,0.0,0.0,17,0,19.16,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9598616553043298,0.8111587982832618,1.0,1.0,29.88,MEDIUM,9689
Jagitial,Mallial,Thakkallapally,201599,40,4171837.0,0.0,0.0,15,0,41.72,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7727272727272727,0.9126131763280708,0.8111587982832618,1.0,1.0,29.87,MEDIUM,9690
Kumuram Bheem Asifabad,Tiryani,Bheemjiguda,281932,54,911558.0,0.0,831558.0,18,0,9.12,91.22,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9809057357196035,0.8111587982832618,1.0,0.08779999999999999,29.87,MEDIUM,9691
Suryapet,Garide Pally,Kalmalchervu,207442,45,5236555.0,0.0,0.0,14,0,52.37,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7878787878787878,0.8903106932429625,0.8111587982832618,1.0,1.0,29.87,MEDIUM,9692
Nalgonda,Kethe Pally,Kasangode,207576,30,3078172.0,0.0,0.0,16,0,30.78,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9355220077400268,0.8111587982832618,1.0,1.0,29.87,MEDIUM,9693
Nizamabad,Saloora,Salampahad,209348,44,3087189.0,0.0,0.0,16,0,30.87,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9353331300372187,0.8111587982832618,1.0,1.0,29.87,MEDIUM,9694
Jangoan,Ghanpur(Station),Thanedarpalle,213552,24,5245815.0,0.0,0.0,14,0,52.46,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7878787878787878,0.8901167254567806,0.8111587982832618,1.0,1.0,29.87,MEDIUM,9695
Mahabubabad,Inugurthy,Tarasingh Thanda,279594,19,1996582.0,0.0,0.0,17,0,19.97,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9581779059966754,0.8111587982832618,1.0,1.0,29.87,MEDIUM,9696
Rajanna Sircilla,Yellareddipet,Gundaram (Paticherla),202105,46,2055798.0,0.0,0.0,17,0,20.56,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9569375176136784,0.8111587982832618,1.0,1.0,29.86,MEDIUM,9697
Bhadradri Kothagudem,Burgampahad,Musalimadugu,202206,48,2055291.0,0.0,0.0,17,0,20.55,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9569481376641745,0.8111587982832618,1.0,1.0,29.86,MEDIUM,9698
Siddipet,Nanganoor,Khanapur,206606,42,2058052.0,0.0,0.0,17,0,20.58,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9568903034246877,0.8111587982832618,1.0,1.0,29.86,MEDIUM,9699
Rangareddi,Shabad,Thimmareddyguda,210444,54,2035444.0,0.0,0.0,17,0,20.35,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9573638697000659,0.8111587982832618,1.0,1.0,29.86,MEDIUM,9700
Sangareddy,Zahirabad,Didgi,207066,39,2920002.0,0.0,0.0,15,0,29.2,0.0,2.27,0.0,6.3,1.28,0.221,22.1,NO_DROUGHT,0.0227,0.7727272727272727,0.9388351702389905,0.4678111587982833,1.0,1.0,29.86,MEDIUM,9701
Rangareddi,Madgul,Andugul,205547,21,3136470.0,0.0,0.0,16,0,31.36,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9343008485608868,0.8111587982832618,1.0,1.0,29.86,MEDIUM,9702
Rajanna Sircilla,Veernapalli,Rangampet,202113,40,2013986.0,0.0,0.0,17,0,20.14,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9578133471035101,0.8111587982832618,1.0,1.0,29.86,MEDIUM,9703
Nizamabad,Mosara,Dubba Thanda,279904,50,1014669.0,0.0,0.0,18,0,10.15,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9787458855683066,0.8111587982832618,1.0,1.0,29.85,MEDIUM,9704
Rangareddi,Shabad,Mallareddyguda,210432,48,1017950.0,0.0,0.0,18,0,10.18,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9786771589693365,0.8111587982832618,1.0,1.0,29.85,MEDIUM,9705
Jangoan,Bachannapeta,Salvapur,213302,45,2066388.0,0.0,0.0,17,0,20.66,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9567156905234336,0.8111587982832618,1.0,1.0,29.85,MEDIUM,9706
Sangareddy,Andole,Rollapahad,206116,43,5349012.0,0.0,0.0,14,0,53.49,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7878787878787878,0.8879550738767998,0.8111587982832618,1.0,1.0,29.85,MEDIUM,9707
Siddipet,Akbarpet- Bhoompally,Rameshampalli,206230,49,975536.0,0.0,0.0,18,0,9.76,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9795655984599544,0.8111587982832618,1.0,1.0,29.85,MEDIUM,9708
Nizamabad,Makloor,Kindi Thanda,278952,33,2925378.0,0.0,0.0,28,0,29.25,0.0,2.14,0.0,2.4,0.19,0.2469,24.7,NO_DROUGHT,0.021400000000000002,0.5757575757575757,0.9387225599994101,0.9356223175965666,1.0,1.0,29.84,MEDIUM,9709
Jayashankar Bhupalapally,Ghanapur (Mulug),Parushurampally,278203,24,2118142.0,0.0,0.0,17,0,21.18,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9556316074990209,0.8111587982832618,1.0,1.0,29.84,MEDIUM,9710
Jayashankar Bhupalapally,Chityal,Chainpaka,213368,45,2134377.0,0.0,0.0,17,0,21.34,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9552915354678476,0.8111587982832618,1.0,1.0,29.84,MEDIUM,9711
Hanumakonda,Inavole,Vanamalakanaparthi,213608,44,3236273.0,0.0,0.0,16,0,32.36,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9322102905733792,0.8111587982832618,1.0,1.0,29.84,MEDIUM,9712
Jayashankar Bhupalapally,Bhupalpalle,Lambadi Thanda (P),279721,38,1033131.0,0.0,0.0,18,0,10.33,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9783591649129619,0.8111587982832618,1.0,1.0,29.84,MEDIUM,9713
Rangareddi,Shabad,Machanpally,210429,56,3265924.0,0.0,0.0,16,0,32.66,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9315891956675388,0.8111587982832618,1.0,1.0,29.83,MEDIUM,9714
Kumuram Bheem Asifabad,Tiryani,Mulkalamanda,281928,49,1103352.0,0.0,1103352.0,18,0,11.03,100.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9768882564989787,0.8111587982832618,1.0,0.0,29.83,MEDIUM,9715
Siddipet,Jagdevpur,Munigadapa,206289,45,4341100.0,0.0,0.0,15,0,43.41,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7727272727272727,0.9090676504757469,0.8111587982832618,1.0,1.0,29.83,MEDIUM,9716
Nizamabad,Renjal,Ambedker Nagar,279933,48,1105128.0,23000.0,0.0,18,0,11.05,2.08,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9768510549019744,0.8111587982832618,1.0,0.9792,29.83,MEDIUM,9717
Jayashankar Bhupalapally,Kataram,Dhanwada,201429,20,2154246.0,0.0,0.0,17,0,21.54,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9548753426013628,0.8111587982832618,1.0,1.0,29.83,MEDIUM,9718
Rangareddi,Maheshwaram,Tummaloor,210193,24,13017279.0,0.0,0.0,7,0,130.17,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.8939393939393939,0.7273290723819491,0.8111587982832618,1.0,1.0,29.83,MEDIUM,9719
Jayashankar Bhupalapally,Chityal,Andukuthanda,278007,46,2230150.0,0.0,0.0,17,0,22.3,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.953285393266335,0.8111587982832618,1.0,1.0,29.82,MEDIUM,9720
Medak,Ramayampet,Thonigandla,206803,59,1505534.0,0.0,0.0,23,0,15.06,0.0,11.4,0.0,0.0,2.37,0.2092,20.9,NO_DROUGHT,0.114,0.6515151515151515,0.9684638124188232,0.0,1.0,1.0,29.82,MEDIUM,9721
Jagitial,Endapalli,Munjampalli,202057,22,2242724.0,0.0,0.0,17,0,22.43,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9530220076352927,0.8111587982832618,1.0,1.0,29.82,MEDIUM,9722
Jayashankar Bhupalapally,Mutharam (Mahadevpur),Regulagudem,201715,60,2225400.0,0.0,0.0,17,0,22.25,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9533848907808452,0.8111587982832618,1.0,1.0,29.82,MEDIUM,9723
Jagitial,Kathalapur,Chinta Kunta,201444,59,4413143.0,0.0,0.0,15,0,44.13,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7727272727272727,0.9075585769098821,0.8111587982832618,1.0,1.0,29.82,MEDIUM,9724
Jagitial,Dharmapuri,Burgupally,279814,40,1131079.0,0.0,0.0,18,0,11.31,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9763074633232262,0.8111587982832618,1.0,1.0,29.82,MEDIUM,9725
Yadadri Bhuvanagiri,Bhongir,Tazpoor,207204,57,2206671.0,0.0,0.0,17,0,22.07,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9537772042438476,0.8111587982832618,1.0,1.0,29.82,MEDIUM,9726
Jangoan,Ghanpur(Station),Thatikonda,213553,24,5517935.0,0.0,0.0,14,0,55.18,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7878787878787878,0.8844166699518302,0.8111587982832618,1.0,1.0,29.81,MEDIUM,9727
Jagitial,Mallapur,Muthyampet,201571,39,5546348.0,0.0,0.0,14,0,55.46,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7878787878787878,0.883821507240298,0.8111587982832618,1.0,1.0,29.81,MEDIUM,9728
Mulugu,Venkatapuram,Alubaka,202821,40,4382118.0,0.0,0.0,27,0,43.82,0.0,10.65,0.0,0.0,1.38,0.1977,19.8,NO_DROUGHT,0.1065,0.5909090909090908,0.9082084527809723,0.424892703862661,1.0,1.0,29.81,MEDIUM,9729
Sangareddy,Nizampet,Bachepalle,206349,30,4444381.0,0.0,0.0,15,0,44.44,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7727272727272727,0.9069042393607727,0.8111587982832618,1.0,1.0,29.81,MEDIUM,9730
Jangoan,Tharigoppula,Ankushapur,213919,44,3358970.0,0.0,0.0,16,0,33.59,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9296401755127777,0.8111587982832618,1.0,1.0,29.81,MEDIUM,9731
Peddapalli,Sulthanabad,Suddala,201999,39,4428234.0,0.0,0.0,15,0,44.28,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7727272727272727,0.9072424680695719,0.8111587982832618,1.0,1.0,29.81,MEDIUM,9732
Medak,Havelighanapur,Wadi,206540,47,2290177.0,0.0,0.0,17,0,22.9,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9520280169919132,0.8111587982832618,1.0,1.0,29.81,MEDIUM,9733
Yadadri Bhuvanagiri,Thurkapally,Konapur,207618,40,1208246.0,0.0,0.0,18,0,12.08,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9746910581227614,0.8111587982832618,1.0,1.0,29.81,MEDIUM,9734
Warangal,Chennaraopet,Kandigadda Thanda,278055,23,1206275.0,0.0,0.0,18,0,12.06,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9747323443545718,0.8111587982832618,1.0,1.0,29.81,MEDIUM,9735
Karimnagar,Karimnagar (Rural),Dubbapally,278272,30,3344720.0,0.0,0.0,16,0,33.45,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9299386680563083,0.8111587982832618,1.0,1.0,29.81,MEDIUM,9736
Sangareddy,Nizampet,Nagdhar,206358,30,4500121.0,0.0,0.0,15,0,45.0,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7727272727272727,0.905736662211552,0.8111587982832618,1.0,1.0,29.8,MEDIUM,9737
Rajanna Sircilla,Konaraopet,Govindaraopet Thanda,278408,63,2344312.0,0.0,0.0,17,1,23.44,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9508940595291744,0.8111587982832618,0.9811320754716981,1.0,29.8,MEDIUM,9738
Siddipet,Jagdevpur,Teegul Narsapur,206294,49,2310480.0,0.0,0.0,17,0,23.1,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.951602733194629,0.8111587982832618,1.0,1.0,29.8,MEDIUM,9739
Jagitial,Mallial,Nookapally,201592,49,3402978.0,0.0,0.0,16,1,34.03,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9287183467509746,0.8111587982832618,0.9811320754716981,1.0,29.8,MEDIUM,9740
Bhadradri Kothagudem,Burgampahad,Nakiripeta,279605,70,1255912.0,0.0,0.0,18,0,12.56,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9736926058013629,0.8111587982832618,1.0,1.0,29.8,MEDIUM,9741
Rangareddi,Kandukur,Gummadavelly,210115,44,4491444.0,0.0,0.0,15,0,44.91,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7727272727272727,0.9059184179870057,0.8111587982832618,1.0,1.0,29.8,MEDIUM,9742
Jangoan,Jangaon,Pedda Thanda (M),278298,36,2339300.0,0.0,0.0,17,0,23.39,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9509990451171165,0.8111587982832618,1.0,1.0,29.8,MEDIUM,9743
Jayashankar Bhupalapally,Malhar Rao,Advalapally,280897,46,1256797.0,0.0,0.0,18,0,12.57,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9736740678433962,0.8111587982832618,1.0,1.0,29.8,MEDIUM,9744
Jagitial,Endapalli,Gullakota,202048,33,4500392.0,0.0,0.0,15,0,45.0,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7727272727272727,0.9057309856165137,0.8111587982832618,1.0,1.0,29.8,MEDIUM,9745
Medak,Medak,Sangaigudi Thanda,281281,33,1463334.0,0.0,0.0,16,0,14.63,0.0,1.55,0.0,0.4,0.69,0.1772,17.7,NO_DROUGHT,0.0155,0.7575757575757576,0.9693477692845769,0.721030042918455,1.0,1.0,29.79,MEDIUM,9746
Mahabubnagar,Koukuntla,Perur,205048,21,3443061.0,0.0,0.0,16,0,34.43,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9278787343564248,0.8111587982832618,1.0,1.0,29.79,MEDIUM,9747
Peddapalli,Peddapalli,Peddabonkur,201767,28,3448461.0,0.0,0.0,16,0,34.48,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7575757575757576,0.9277656213925605,0.8111587982832618,1.0,1.0,29.79,MEDIUM,9748
Nalgonda,Tripuraram,Satyampahd Thanda,280631,51,2368332.0,0.0,0.0,17,0,23.68,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9503909163084302,0.8111587982832618,1.0,1.0,29.79,MEDIUM,9749
Sangareddy,Zahirabad,Anegunta,207060,44,3287379.0,0.0,0.0,15,0,32.87,0.0,2.27,0.0,6.3,1.28,0.221,22.1,NO_DROUGHT,0.0227,0.7727272727272727,0.9311397811046302,0.4678111587982833,1.0,1.0,29.79,MEDIUM,9750
Siddipet,Kukunoorpally,Rayavaram,206291,49,2401580.0,0.0,0.0,17,0,24.02,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9496944756005492,0.8111587982832618,1.0,1.0,29.78,MEDIUM,9751
Bhadradri Kothagudem,Burgampahad,Vepalagadda,288779,45,2413640.0,0.0,0.0,17,0,24.14,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9494418566479191,0.8111587982832618,1.0,1.0,29.78,MEDIUM,9752
Sangareddy,Mogudampally,Raipally Thanda,207086,53,2415604.0,0.0,0.0,17,0,24.16,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9494007170440247,0.8111587982832618,1.0,1.0,29.78,MEDIUM,9753
Siddipet,Komuravelli,Lenin Nagar,279736,46,1335950.0,0.0,0.0,18,0,13.36,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9720160622084435,0.8111587982832618,1.0,1.0,29.78,MEDIUM,9754
Warangal,Chennaraopet,Jojipet Narayana Thanda,278059,23,1346710.0,0.0,0.0,18,0,13.47,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9717906741545215,0.8111587982832618,1.0,1.0,29.78,MEDIUM,9755
Jayashankar Bhupalapally,Mutharam (Mahadevpur),Korlakunta,201710,54,2417937.0,0.0,0.0,17,0,24.18,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7424242424242424,0.9493518480542664,0.8111587982832618,1.0,1.0,29.78,MEDIUM,9756
Jagitial,Mallial,Obulapur,201593,46,6813272.0,0.0,0.0,13,1,68.13,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.803030303030303,0.8572834463827584,0.8111587982832618,0.9811320754716981,1.0,29.77,MEDIUM,9757
Nizamabad,Velpur,Sahebpet,279887,49,1374452.0,0.0,0.0,18,0,13.74,0.0,11.32,,,0.48,0.0,,,0.11320000000000001,0.7272727272727273,0.9712095667760916,0.8111587982832618,1.0,1.0,29.77,MEDIUM,9758
