District,Mandal,GP_Name,GP_Code,total_activities,total_estimated_cost,total_sc_fund,total_st_fund,water_activities,livelihood_activities,total_estimated_cost_lakhs,sc_st_fund_share_pct,drought_risk_score,drought_flag,total_rain_mm,predicted_rainfall_mm,drought_probability,drought_probability_pct,predicted_drought_flag,risk_norm,water_gap_norm,fund_gap_norm,rain_stress_norm,livelihood_need_norm,inclusion_need_norm,priority_score,priority_tier,priority_rank
Medak,Narsingi,Bheemraopally,278919,35,698385.0,0.0,0.0,1,0,6.98,0.0,73.71,1.0,0.0,0.44,0.241,24.1,NO_DROUGHT,0.7371,0.9848484848484849,0.9853710375429049,0.8283261802575107,1.0,1.0,67.96,HIGH,1
Yadadri Bhuvanagiri,Alair,Sharbanapuram,207105,15,368861.0,0.0,0.0,1,0,3.69,0.0,71.75,1.0,0.0,0.22,0.2473,24.7,NO_DROUGHT,0.7175,0.9848484848484849,0.9922735257474222,0.9227467811158798,1.0,1.0,67.78,HIGH,2
Sangareddy,Jharasangam,Kappad,278889,17,1144188.0,0.0,0.0,1,0,11.44,0.0,74.41,1.0,0.0,0.27,0.2093,20.9,NO_DROUGHT,0.7441,0.9848484848484849,0.9760328711300232,0.9012875536480687,1.0,1.0,67.76,HIGH,3
Yadadri Bhuvanagiri,Alair,Kandigadda Thanda,280999,35,722307.0,0.0,0.0,1,0,7.22,0.0,71.75,1.0,0.0,0.22,0.2473,24.7,NO_DROUGHT,0.7175,0.9848484848484849,0.9848699471129864,0.9227467811158798,1.0,1.0,67.71,HIGH,4
Sangareddy,Jharasangam,Guntamarpally,243399,17,1710938.0,0.0,0.0,1,0,17.11,0.0,74.41,1.0,0.0,0.27,0.2093,20.9,NO_DROUGHT,0.7441,0.9848484848484849,0.9641612466355701,0.9012875536480687,1.0,1.0,67.64,HIGH,5
Sangareddy,Jharasangam,Vanampalle,206323,18,2073435.0,0.0,0.0,1,0,20.73,0.0,74.41,1.0,0.0,0.27,0.2093,20.9,NO_DROUGHT,0.7441,0.9848484848484849,0.9565680781055907,0.9012875536480687,1.0,1.0,67.56,HIGH,6
Sangareddy,Jharasangam,Gangapur,278883,17,993260.0,0.0,0.0,2,0,9.93,0.0,74.41,1.0,0.0,0.27,0.2093,20.9,NO_DROUGHT,0.7441,0.9696969696969697,0.9791943365763378,0.9012875536480687,1.0,1.0,67.56,HIGH,7
Yadadri Bhuvanagiri,Alair,Mandanpally,207099,21,1450077.0,0.0,0.0,1,0,14.5,0.0,71.75,1.0,0.0,0.22,0.2473,24.7,NO_DROUGHT,0.7175,0.9848484848484849,0.9696254616108635,0.9227467811158798,1.0,1.0,67.55,HIGH,8
Sangareddy,Jharasangam,Krishnapur,206316,17,2250550.0,0.0,0.0,1,0,22.51,0.0,74.41,1.0,0.0,0.27,0.2093,20.9,NO_DROUGHT,0.7441,0.9848484848484849,0.9528580776250701,0.9012875536480687,1.0,1.0,67.52,HIGH,9
Yadadri Bhuvanagiri,Alair,Raghavapur,207103,21,1667220.0,0.0,0.0,1,0,16.67,0.0,71.75,1.0,0.0,0.22,0.2473,24.7,NO_DROUGHT,0.7175,0.9848484848484849,0.9650770008122768,0.9227467811158798,1.0,1.0,67.51,HIGH,10
Yadadri Bhuvanagiri,Alair,Manthapuri,207100,21,1646675.0,0.0,0.0,1,0,16.47,0.0,71.75,1.0,0.0,0.22,0.2473,24.7,NO_DROUGHT,0.7175,0.9848484848484849,0.9655073537460898,0.9227467811158798,1.0,1.0,67.51,HIGH,11
Medak,Narsingi,Narsampalle,206136,48,1852222.0,0.0,0.0,2,0,18.52,0.0,73.71,1.0,0.0,0.44,0.241,24.1,NO_DROUGHT,0.7371,0.9696969696969697,0.9612017925639789,0.8283261802575107,1.0,1.0,67.49,HIGH,12
Yadadri Bhuvanagiri,Alair,Patelgudem,207102,21,1842321.0,0.0,0.0,1,0,18.42,0.0,71.75,1.0,0.0,0.22,0.2473,24.7,NO_DROUGHT,0.7175,0.9848484848484849,0.9614091872779085,0.9227467811158798,1.0,1.0,67.47,HIGH,13
Medak,Narsingi,Sankhapur,206914,41,2496860.0,0.0,0.0,2,0,24.97,0.0,73.71,1.0,0.0,0.44,0.241,24.1,NO_DROUGHT,0.7371,0.9696969696969697,0.9476986601937005,0.8283261802575107,1.0,1.0,67.36,HIGH,14
Yadadri Bhuvanagiri,Alair,Srinivasapuram,280995,23,1278108.0,0.0,0.0,2,0,12.78,0.0,71.75,1.0,0.0,0.22,0.2473,24.7,NO_DROUGHT,0.7175,0.9696969696969697,0.9732276696261906,0.9227467811158798,1.0,1.0,67.36,HIGH,15
Yadadri Bhuvanagiri,Alair,Golankonda,207094,18,2532749.0,0.0,0.0,1,0,25.33,0.0,71.75,1.0,0.0,0.22,0.2473,24.7,NO_DROUGHT,0.7175,0.9848484848484849,0.9469468988677519,0.9227467811158798,1.0,1.0,67.33,HIGH,16
Bhadradri Kothagudem,Aswapuram,Anandapuram,202122,39,1759066.0,0.0,0.0,2,0,17.59,0.0,72.62,1.0,0.0,0.36,0.2444,24.4,NO_DROUGHT,0.7262000000000001,0.9696969696969697,0.9631531168717077,0.8626609442060086,1.0,1.0,67.28,HIGH,17
Yadadri Bhuvanagiri,Alair,Kollur,207098,22,2729464.0,0.0,0.0,1,0,27.29,0.0,71.75,1.0,0.0,0.22,0.2473,24.7,NO_DROUGHT,0.7175,0.9848484848484849,0.9428263402220943,0.9227467811158798,1.0,1.0,67.28,HIGH,18
Sangareddy,Sirgapoor,Laxman Naik Thanda,278715,16,902900.0,0.0,40580.0,1,0,9.03,4.49,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9810870935049991,0.9055793991416309,1.0,0.9551,67.24,HIGH,19
Mancherial,Jannaram,Bangaru Thanda,280037,41,1035520.0,0.0,1035520.0,1,0,10.36,100.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9848484848484849,0.9783091228998746,0.8927038626609443,1.0,0.0,67.23,HIGH,20
Sangareddy,Sirgapoor,Chinna Mubarakpur,278732,19,1074000.0,0.0,0.0,1,0,10.74,0.0,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9775030882981162,0.9055793991416309,1.0,1.0,67.21,HIGH,21
Yadadri Bhuvanagiri,Alair,Gundlagudem,207095,21,3143530.0,0.0,0.0,1,0,31.44,0.0,71.75,1.0,0.0,0.22,0.2473,24.7,NO_DROUGHT,0.7175,0.9848484848484849,0.9341529638340569,0.9227467811158798,1.0,1.0,67.2,HIGH,22
Sangareddy,Sirgapoor,Surthya Thanda,278708,18,1167130.0,0.0,0.0,1,0,11.67,0.0,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9755523086083616,0.9055793991416309,1.0,1.0,67.19,HIGH,23
Sangareddy,Sirgapoor,Jemla Thanda,278728,28,1528480.0,0.0,0.0,1,0,15.28,0.0,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9679831661097809,0.9055793991416309,1.0,1.0,67.11,HIGH,24
Sangareddy,Sirgapoor,Mubarakpur,206356,16,1577760.0,0.0,0.0,1,0,15.78,0.0,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9669509055802941,0.9055793991416309,1.0,1.0,67.1,HIGH,25
Medak,Narsingi,Pedda Thanda,278921,31,663507.0,0.0,0.0,5,0,6.64,0.0,73.71,1.0,0.0,0.44,0.241,24.1,NO_DROUGHT,0.7371,0.9242424242424242,0.9861016216083968,0.8283261802575107,1.0,1.0,67.06,HIGH,26
Sangareddy,Sirgapoor,Gairan Thanda,278712,18,1743660.0,0.0,1712660.0,1,11,17.44,98.22,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9634758239682433,0.9055793991416309,0.7924528301886793,0.017800000000000038,67.06,HIGH,27
Sangareddy,Sirgapoor,Gairan Thanda (Sirgapur),278729,18,1890000.0,0.0,1748000.0,1,11,18.9,92.49,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9604104626475228,0.9055793991416309,0.7924528301886793,0.07510000000000006,67.03,HIGH,28
Sangareddy,Sirgapoor,Potpally,243913,30,1911480.0,0.0,0.0,1,0,19.11,0.0,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9599605244134852,0.9055793991416309,1.0,1.0,67.03,HIGH,29
Sangareddy,Sirgapoor,Cheemalpad,257920,19,1922285.0,0.0,0.0,1,12,19.22,0.0,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9597341937515309,0.9055793991416309,0.7735849056603774,1.0,67.03,HIGH,30
Sangareddy,Sirgapoor,Kishan Nayak Thanda,278710,18,2040200.0,0.0,1240200.0,1,12,20.4,60.79,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9572642465044847,0.9055793991416309,0.7735849056603774,0.3921,67.0,HIGH,31
Sangareddy,Sirgapoor,Gosaipally,278713,17,2090000.0,0.0,0.0,1,0,20.9,0.0,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9562210936155147,0.9055793991416309,1.0,1.0,66.99,HIGH,32
Mancherial,Jannaram,Kothapet,280035,40,1233845.0,0.0,0.0,2,0,12.34,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9696969696969697,0.9741548398335095,0.8927038626609443,1.0,1.0,66.96,HIGH,33
Adilabad,Bela,Warur,281096,30,662650.0,0.0,0.0,4,0,6.63,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.9393939393939394,0.986119573054699,0.8884120171673819,1.0,1.0,66.96,HIGH,34
Mancherial,Jannaram,Venkatapur,280042,30,1452794.0,0.0,0.0,2,0,14.53,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9696969696969697,0.9695685490325636,0.8927038626609443,1.0,1.0,66.91,HIGH,35
Yadadri Bhuvanagiri,Alair,Sharajipet,207104,22,3495989.0,0.0,0.0,2,0,34.96,0.0,71.75,1.0,0.0,0.22,0.2473,24.7,NO_DROUGHT,0.7175,0.9696969696969697,0.9267700597357941,0.9227467811158798,1.0,1.0,66.9,HIGH,36
Sangareddy,Sirgapoor,Bokkasgoan,257930,18,1475710.0,0.0,0.0,2,11,14.76,0.0,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9696969696969697,0.9690885311288762,0.9055793991416309,0.7924528301886793,1.0,66.89,HIGH,37
Sangareddy,Sirgapoor,Gardegaon,206372,20,2612950.0,0.0,0.0,1,13,26.13,0.0,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9452669409390714,0.9055793991416309,0.7547169811320755,1.0,66.88,HIGH,38
Medak,Narsingi,Zapthishivnur,206920,47,2235327.0,0.0,0.0,5,0,22.35,0.0,73.71,1.0,0.0,0.44,0.241,24.1,NO_DROUGHT,0.7371,0.9242424242424242,0.9531769514489414,0.8283261802575107,1.0,1.0,66.73,HIGH,39
Mancherial,Jannaram,Deveniguda,195247,42,3533520.0,0.0,0.0,1,0,35.34,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9848484848484849,0.9259839036900926,0.8927038626609443,1.0,1.0,66.71,HIGH,40
Sangareddy,Sirgapoor,Sultanabad,206363,20,3841230.0,0.0,0.0,1,0,38.41,0.0,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.9195383499658965,0.9055793991416309,1.0,1.0,66.63,HIGH,41
Mancherial,Jannaram,Routuguda,195261,43,3253265.0,0.0,0.0,2,0,32.53,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9696969696969697,0.9318543617804198,0.8927038626609443,1.0,1.0,66.54,HIGH,42
Mancherial,Jannaram,Thimmapur,195263,43,3248637.0,0.0,0.0,2,0,32.49,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9696969696969697,0.9319513037798205,0.8927038626609443,1.0,1.0,66.54,HIGH,43
Mancherial,Jannaram,Malyal,195255,42,1493500.0,0.0,0.0,4,0,14.94,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9393939393939394,0.9687158867534791,0.8927038626609443,1.0,1.0,66.45,HIGH,44
Mancherial,Jannaram,Mohammadabad,280044,34,1480520.0,0.0,0.0,4,0,14.81,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9393939393939394,0.9689877768036563,0.8927038626609443,1.0,1.0,66.45,HIGH,45
Adilabad,Bela,Pitgaon(L),281071,36,1232270.0,0.0,0.0,6,0,12.32,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.9090909090909091,0.9741878311146365,0.8884120171673819,1.0,1.0,66.38,HIGH,46
Mancherial,Jannaram,Badampalle,195245,48,4266300.0,0.0,0.0,2,0,42.66,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9696969696969697,0.9106344744937179,0.8927038626609443,1.0,1.0,66.32,HIGH,47
Adilabad,Bela,Chandpalle,194987,37,1611150.0,0.0,0.0,6,0,16.11,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.9090909090909091,0.9662514904204003,0.8884120171673819,1.0,1.0,66.3,HIGH,48
Mancherial,Jannaram,Indhanpalle,195249,39,4366961.0,0.0,0.0,2,0,43.67,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9696969696969697,0.9085259441130631,0.8927038626609443,1.0,1.0,66.3,HIGH,49
Mancherial,Jannaram,Kawal,195253,43,3299697.0,0.0,0.0,3,0,33.0,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9545454545454546,0.9308817578659488,0.8927038626609443,1.0,1.0,66.3,HIGH,50
Mancherial,Jannaram,Kamanpalle,195252,41,2252535.0,0.0,0.0,4,0,22.53,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9393939393939394,0.9528164981374275,0.8927038626609443,1.0,1.0,66.29,HIGH,51
Adilabad,Bela,Bhavaniguda,280979,43,784800.0,0.0,784790.0,7,0,7.85,100.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8939393939393939,0.9835609159184,0.8884120171673819,1.0,0.0,66.25,HIGH,52
Sangareddy,Sirgapoor,Sirgapoor,206362,34,5784860.0,0.0,0.0,1,0,57.85,0.0,71.66,1.0,0.0,0.26,0.2353,23.5,NO_DROUGHT,0.7166,0.9848484848484849,0.8788254333074863,0.9055793991416309,1.0,1.0,66.22,HIGH,53
Adilabad,Bela,Guda,194991,35,1014130.0,0.0,0.0,7,0,10.14,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8939393939393939,0.9787571759178478,0.8884120171673819,1.0,1.0,66.2,HIGH,54
Adilabad,Bela,Shamshabad,281034,42,1020363.0,0.0,0.0,7,0,10.2,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8939393939393939,0.9786266142319653,0.8884120171673819,1.0,1.0,66.2,HIGH,55
Adilabad,Bela,Takli,195001,43,1049846.0,0.0,0.0,7,1,10.5,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8939393939393939,0.9780090383961118,0.8884120171673819,0.9811320754716981,1.0,66.19,HIGH,56
Adilabad,Bela,Junoni,194992,43,1094061.0,0.0,0.0,7,0,10.94,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8939393939393939,0.9770828736373606,0.8884120171673819,1.0,1.0,66.18,HIGH,57
Adilabad,Bela,Sonkhos,194999,36,1167094.0,0.0,0.0,7,0,11.67,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8939393939393939,0.9755530626947874,0.8884120171673819,1.0,1.0,66.17,HIGH,58
Adilabad,Bela,Kobhai,194994,39,1224341.0,0.0,0.0,7,0,12.24,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8939393939393939,0.9743539186499105,0.8884120171673819,1.0,1.0,66.16,HIGH,59
Adilabad,Bela,Masala-B,281080,37,1513819.0,0.0,0.0,7,0,15.14,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8939393939393939,0.9682902678066722,0.8884120171673819,1.0,1.0,66.1,HIGH,60
Adilabad,Bela,Ponala,280971,38,1539620.0,0.0,0.0,7,0,15.4,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8939393939393939,0.967749818254698,0.8884120171673819,1.0,1.0,66.09,HIGH,61
Mancherial,Jannaram,Tapalpur,280039,44,2504587.0,0.0,0.0,5,0,25.05,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9242424242424242,0.9475368039211489,0.8927038626609443,1.0,1.0,66.01,HIGH,62
Adilabad,Bela,Sirsanna,194998,38,3039240.0,0.0,0.0,6,0,30.39,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.9090909090909091,0.9363375103157976,0.8884120171673819,1.0,1.0,66.0,HIGH,63
Adilabad,Bela,Ganeshpur,281094,35,914200.0,0.0,0.0,8,0,9.14,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8787878787878788,0.9808503941546907,0.8884120171673819,1.0,1.0,65.99,HIGH,64
Adilabad,Bela,Dhoptala,194990,40,1160342.0,0.0,0.0,8,0,11.6,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8787878787878788,0.9756944957933079,0.8884120171673819,1.0,1.0,65.94,HIGH,65
Mancherial,Jannaram,Singaraipet,195262,43,2937670.0,0.0,0.0,5,0,29.38,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9242424242424242,0.9384650813787029,0.8927038626609443,1.0,1.0,65.92,HIGH,66
Mancherial,Jannaram,Chintalguda,195246,53,5124103.0,0.0,0.0,3,0,51.24,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9545454545454546,0.8926662078748994,0.8927038626609443,1.0,1.0,65.92,HIGH,67
Adilabad,Bela,Pohar,281087,41,1337068.0,0.0,0.0,8,0,13.37,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8787878787878788,0.9719926436355546,0.8884120171673819,1.0,1.0,65.91,HIGH,68
Mancherial,Jannaram,Kishtapur,195254,46,3069520.0,0.0,0.0,5,0,30.7,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9242424242424242,0.9357032398443516,0.8927038626609443,1.0,1.0,65.89,HIGH,69
Medak,Narsingi,Sankhapur Thanda,281575,37,804620.0,0.0,0.0,10,0,8.05,0.0,73.71,1.0,0.0,0.44,0.241,24.1,NO_DROUGHT,0.7371,0.8484848484848485,0.9831457494473279,0.8283261802575107,1.0,1.0,65.89,HIGH,70
Adilabad,Bela,Mangrood,281090,50,1568166.0,0.0,0.0,8,0,15.68,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8787878787878788,0.9671518696127595,0.8884120171673819,1.0,1.0,65.86,HIGH,71
Mancherial,Jannaram,Rampur,195260,49,3219683.0,0.0,0.0,5,0,32.2,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9242424242424242,0.9325577987345843,0.8927038626609443,1.0,1.0,65.86,HIGH,72
Mancherial,Jannaram,Hostel Tanda,280036,48,1211188.0,0.0,0.0,7,0,12.11,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.8939393939393939,0.9746294325043005,0.8927038626609443,1.0,1.0,65.83,HIGH,73
Nalgonda,Miryalaguda,Bhallu Naik Thanda,281012,16,940950.0,0.0,0.0,1,12,9.41,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9802900660466596,0.759656652360515,0.7735849056603774,1.0,65.79,HIGH,74
Mancherial,Jannaram,Raindlaguda,195259,47,4696751.0,0.0,0.0,4,2,46.97,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9393939393939394,0.9016178840477331,0.8927038626609443,0.9622641509433962,1.0,65.78,HIGH,75
Nalgonda,Miryalaguda,Dheeravath Thanda,280966,16,1190550.0,0.0,0.0,1,12,11.91,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9750617334947134,0.759656652360515,0.7735849056603774,1.0,65.74,HIGH,76
Nalgonda,Miryalaguda,Kothapeta,280953,18,1206770.0,0.0,0.0,1,14,12.07,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9747219756662175,0.759656652360515,0.7358490566037736,1.0,65.73,HIGH,77
Adilabad,Bela,Bhodod (Kopsi),194986,42,1067272.0,0.0,0.0,9,0,10.67,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8636363636363636,0.977644018672353,0.8884120171673819,1.0,1.0,65.73,HIGH,78
Mancherial,Jannaram,Marriguda,195256,29,3883678.0,0.0,0.0,5,0,38.84,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9242424242424242,0.918649198282543,0.8927038626609443,1.0,1.0,65.72,HIGH,79
Karimnagar,Chigurumamidi,Lambadipalli,201027,35,1821926.0,75000.0,0.0,3,0,18.22,4.12,72.02,1.0,0.0,0.63,0.2255,22.6,NO_DROUGHT,0.7202,0.9545454545454546,0.9618363981849475,0.7467811158798283,1.0,0.9588,65.72,HIGH,80
Nalgonda,Miryalaguda,Samyagani Thanda,280964,15,1322235.0,0.0,0.0,1,11,13.22,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9723033481898135,0.759656652360515,0.7924528301886793,1.0,65.71,HIGH,81
Karimnagar,Chigurumamidi,Seetharampoor,201035,33,1844314.0,0.0,0.0,3,0,18.44,0.0,72.02,1.0,0.0,0.63,0.2255,22.6,NO_DROUGHT,0.7202,0.9545454545454546,0.9613674402155045,0.7467811158798283,1.0,1.0,65.71,HIGH,82
Nalgonda,Miryalaguda,Kunta Kindi Thanda,280944,17,1329100.0,0.0,0.0,1,13,13.29,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9721595480977898,0.759656652360515,0.7547169811320755,1.0,65.71,HIGH,83
Adilabad,Bela,Dehegoan,194989,37,2273960.0,0.0,0.0,8,0,22.74,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8787878787878788,0.9523677119798736,0.8884120171673819,1.0,1.0,65.71,HIGH,84
Nalgonda,Miryalaguda,Kuriya Thanda,281009,16,1323200.0,0.0,0.0,1,12,13.23,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.972283134484234,0.759656652360515,0.7735849056603774,1.0,65.71,HIGH,85
Nalgonda,Miryalaguda,Mulkalakalva,207695,16,1375054.0,0.0,0.0,1,12,13.75,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9711969567753053,0.759656652360515,0.7735849056603774,1.0,65.7,HIGH,86
Nalgonda,Miryalaguda,Bhagya Gopasamudram Thanda,281960,27,1341290.0,0.0,0.0,1,23,13.41,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9719042060552888,0.759656652360515,0.5660377358490566,1.0,65.7,HIGH,87
Yadadri Bhuvanagiri,Alair,Kolanpaka,207097,22,10316364.0,0.0,0.0,1,0,103.16,0.0,71.75,1.0,0.0,0.22,0.2473,24.7,NO_DROUGHT,0.7175,0.9848484848484849,0.7839047206773808,0.9227467811158798,1.0,1.0,65.7,HIGH,88
Nalgonda,Miryalaguda,Annaram,207685,19,1455780.0,0.0,0.0,1,16,14.56,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9695060017529158,0.759656652360515,0.6981132075471699,1.0,65.68,HIGH,89
Mancherial,Jannaram,Murrimadugu,195257,37,5178067.0,0.0,0.0,4,0,51.78,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9393939393939394,0.891535832322683,0.8927038626609443,1.0,1.0,65.68,HIGH,90
Nalgonda,Miryalaguda,Srinivas Nagar,280961,18,1520770.0,0.0,0.0,1,14,15.21,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9681446662859647,0.759656652360515,0.7358490566037736,1.0,65.67,HIGH,91
Nalgonda,Miryalaguda,Jatavath Thanda,281010,29,1576590.0,0.0,0.0,1,26,15.77,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9669754133891313,0.759656652360515,0.5094339622641509,1.0,65.66,HIGH,92
Nalgonda,Miryalaguda,Kista Puram,280941,22,1581817.0,0.0,0.0,1,19,15.82,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9668659242294797,0.759656652360515,0.6415094339622642,1.0,65.65,HIGH,93
Adilabad,Bela,Sadalpur,194995,42,1490569.0,0.0,0.0,9,0,14.91,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8636363636363636,0.9687772819566431,0.8884120171673819,1.0,1.0,65.65,HIGH,94
Nalgonda,Miryalaguda,Botya Naik Thanda,280942,22,1628100.0,0.0,0.0,1,18,16.28,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9658964413949376,0.759656652360515,0.6603773584905661,1.0,65.64,HIGH,95
Nalgonda,Miryalaguda,Goguvanigudem,207690,16,1683108.0,0.0,0.0,1,12,16.83,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9647441973363741,0.759656652360515,0.7735849056603774,1.0,65.63,HIGH,96
Nalgonda,Miryalaguda,Chillapuram,207687,19,1695710.0,0.0,0.0,1,16,16.96,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9644802251936672,0.759656652360515,0.6981132075471699,1.0,65.63,HIGH,97
Nalgonda,Miryalaguda,Seethya Thanda,281011,15,1724830.0,0.0,0.0,1,11,17.25,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9638702530626068,0.759656652360515,0.7924528301886793,1.0,65.62,HIGH,98
